cbsa_code,metro_name_x,employment,median_wage,metro_name_y,bachelors_or_higher_pct,metro_name,rpp
27860,"Jonesboro, AR",60620,42240,"Jonesboro, AR Metro Area",26.5,"Jonesboro, AR (Metropolitan Statistical Area)",85.876
27900,"Joplin, MO-KS",87190,44980,"Joplin, MO-KS Metro Area",24.2,"Joplin, MO-KS (Metropolitan Statistical Area)",85.718
27980,"Kahului-Wailuku, HI",73750,57640,"Kahului-Wailuku, HI Metro Area",31.0,"Kahului-Wailuku, HI (Metropolitan Statistical Area)",109.393
28020,"Kalamazoo-Portage, MI",121790,48510,"Kalamazoo-Portage, MI Metro Area",41.3,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",94.84
28100,"Kankakee, IL",42340,45830,"Kankakee, IL Metro Area",21.2,"Kankakee, IL (Metropolitan Statistical Area)",96.394
28140,"Kansas City, MO-KS",1096110,50820,"Kansas City, MO-KS Metro Area",39.8,"Kansas City, MO-KS (Metropolitan Statistical Area)",92.543
28420,"Kennewick-Richland, WA",129490,57290,"Kennewick-Richland, WA Metro Area",29.6,"Kennewick-Richland, WA (Metropolitan Statistical Area)",100.079
28450,"Kenosha, WI",75450,48310,"Kenosha, WI Metro Area",31.2,"Kenosha, WI (Metropolitan Statistical Area)",101.118
28660,"Killeen-Temple, TX",150580,46660,"Killeen-Temple, TX Metro Area",25.6,"Killeen-Temple, TX (Metropolitan Statistical Area)",91.132
28700,"Kingsport-Bristol, TN-VA",119560,45240,"Kingsport-Bristol, TN-VA Metro Area",23.9,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",86.447
28740,"Kingston, NY",59140,50020,"Kingston, NY Metro Area",38.2,"Kingston, NY (Metropolitan Statistical Area)",100.709
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",268970,50990,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",36.6,"Kiryas Joel-Poughkeepsie-Newburgh, NY (Metropolitan Statistical Area)",109.422
28940,"Knoxville, TN",424600,47080,"Knoxville, TN Metro Area",32.7,"Knoxville, TN (Metropolitan Statistical Area)",92.569
29020,"Kokomo, IN",35500,48980,"Kokomo, IN Metro Area",20.8,"Kokomo, IN (Metropolitan Statistical Area)",89.648
29100,"La Crosse-Onalaska, WI-MN",84380,48260,"La Crosse-Onalaska, WI-MN Metro Area",33.6,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",91.769
29180,"Lafayette, LA",179570,41780,"Lafayette, LA Metro Area",27.6,"Lafayette, LA (Metropolitan Statistical Area)",87.209
29200,"Lafayette-West Lafayette, IN",102200,48780,"Lafayette-West Lafayette, IN Metro Area",36.0,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",93.43
29340,"Lake Charles, LA",101690,45700,"Lake Charles, LA Metro Area",23.4,"Lake Charles, LA (Metropolitan Statistical Area)",85.852
29420,"Lake Havasu City-Kingman, AZ",56490,44230,"Lake Havasu City-Kingman, AZ Metro Area",15.2,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",94.098
29460,"Lakeland-Winter Haven, FL",265280,46140,"Lakeland-Winter Haven, FL Metro Area",23.5,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",97.141
29540,"Lancaster, PA",252230,48210,"Lancaster, PA Metro Area",32.4,"Lancaster, PA (Metropolitan Statistical Area)",98.257
29620,"Lansing-East Lansing, MI",217180,52800,"Lansing-East Lansing, MI Metro Area",37.5,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",94.991
29700,"Laredo, TX",109370,37250,"Laredo, TX Metro Area",21.4,"Laredo, TX (Metropolitan Statistical Area)",86.956
29740,"Las Cruces, NM",80000,42070,"Las Cruces, NM Metro Area",31.7,"Las Cruces, NM (Metropolitan Statistical Area)",90.212
29820,"Las Vegas-Henderson-North Las Vegas, NV",1136960,46670,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",27.8,"Las Vegas-Henderson-North Las Vegas, NV (Metropolitan Statistical Area)",100.215
29940,"Lawrence, KS",51750,47390,"Lawrence, KS Metro Area",53.2,"Lawrence, KS (Metropolitan Statistical Area)",90.243
30020,"Lawton, OK",42810,42090,"Lawton, OK Metro Area",24.2,"Lawton, OK (Metropolitan Statistical Area)",85.941
30140,"Lebanon, PA",53710,46500,"Lebanon, PA Metro Area",24.3,"Lebanon, PA (Metropolitan Statistical Area)",93.214
30300,"Lewiston, ID-WA",28680,48300,"Lewiston, ID-WA Metro Area",26.3,"Lewiston, ID-WA (Metropolitan Statistical Area)",91.16
30340,"Lewiston-Auburn, ME",47660,49540,"Lewiston-Auburn, ME Metro Area",23.4,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",94.736
30460,"Lexington-Fayette, KY",286910,48620,"Lexington-Fayette, KY Metro Area",42.0,"Lexington-Fayette, KY (Metropolitan Statistical Area)",92.889
30500,"Lexington Park, MD",70650,63990,"Lexington Park, MD Metro Area",36.7,"Lexington Park, MD (Metropolitan Statistical Area)",100.76
30620,"Lima, OH",49950,47170,"Lima, OH Metro Area",20.1,"Lima, OH (Metropolitan Statistical Area)",89.669
30700,"Lincoln, NE",182620,49800,"Lincoln, NE Metro Area",41.4,"Lincoln, NE (Metropolitan Statistical Area)",91.581
30780,"Little Rock-North Little Rock-Conway, AR",358210,45790,"Little Rock-North Little Rock-Conway, AR Metro Area",33.7,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",89.364
30860,"Logan, UT-ID",66800,46360,"Logan, UT-ID Metro Area",40.2,"Logan, UT-ID (Metropolitan Statistical Area)",95.927
30980,"Longview, TX",118060,45150,"Longview, TX Metro Area",21.1,"Longview, TX (Metropolitan Statistical Area)",89.485
31020,"Longview-Kelso, WA",41070,57420,"Longview-Kelso, WA Metro Area",17.6,"Longview-Kelso, WA (Metropolitan Statistical Area)",97.545
31080,"Los Angeles-Long Beach-Anaheim, CA",6271560,55850,"Los Angeles-Long Beach-Anaheim, CA Metro Area",38.0,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",113.566
31140,"Louisville/Jefferson County, KY-IN",685190,48370,"Louisville/Jefferson County, KY-IN Metro Area",32.9,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",93.074
31180,"Lubbock, TX",166780,42130,"Lubbock, TX Metro Area",31.6,"Lubbock, TX (Metropolitan Statistical Area)",91.317
31340,"Lynchburg, VA",97190,46190,"Lynchburg, VA Metro Area",31.1,"Lynchburg, VA (Metropolitan Statistical Area)",89.363
31420,"Macon-Bibb County, GA",95030,45160,"Macon-Bibb County, GA Metro Area",24.3,"Macon-Bibb County, GA (Metropolitan Statistical Area)",88.528
31540,"Madison, WI",408070,58080,"Madison, WI Metro Area",50.1,"Madison, WI (Metropolitan Statistical Area)",97.287
31700,"Manchester-Nashua, NH",199560,56530,"Manchester-Nashua, NH Metro Area",41.5,"Manchester-Nashua, NH (Metropolitan Statistical Area)",105.657
31740,"Manhattan, KS",53500,45900,"Manhattan, KS Metro Area",40.4,"Manhattan, KS (Metropolitan Statistical Area)",90.162
31860,"Mankato, MN",56180,49530,"Mankato, MN Metro Area",34.8,"Mankato, MN (Metropolitan Statistical Area)",90.955
31900,"Mansfield, OH",48770,44700,"Mansfield, OH Metro Area",17.9,"Mansfield, OH (Metropolitan Statistical Area)",88.872
32580,"McAllen-Edinburg-Mission, TX",296700,35830,"McAllen-Edinburg-Mission, TX Metro Area",20.6,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",85.895
32780,"Medford, OR",89060,49900,"Medford, OR Metro Area",31.7,"Medford, OR (Metropolitan Statistical Area)",101.433
32820,"Memphis, TN-MS-AR",611670,46890,"Memphis, TN-MS-AR Metro Area",31.0,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",92.179
32900,"Merced, CA",79510,47220,"Merced, CA Metro Area",15.3,"Merced, CA (Metropolitan Statistical Area)",98.275
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2819940,48640,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",36.7,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",114.155
33140,"Michigan City-La Porte, IN",40840,45540,"Michigan City-La Porte, IN Metro Area",22.7,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",91.682
33220,"Midland, MI",37300,49340,"Midland, MI Metro Area",36.6,"Midland, MI (Metropolitan Statistical Area)",91.921
33260,"Midland, TX",122180,54480,"Midland, TX Metro Area",30.7,"Midland, TX (Metropolitan Statistical Area)",95.783
33340,"Milwaukee-Waukesha, WI",820780,51160,"Milwaukee-Waukesha, WI Metro Area",39.6,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",96.937
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1951650,59320,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",45.4,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",104.822
33500,"Minot, ND",33260,48940,"Minot, ND Metro Area",28.6,"Minot, ND (Metropolitan Statistical Area)",87.028
33540,"Missoula, MT",67070,47830,"Missoula, MT Metro Area",46.5,"Missoula, MT (Metropolitan Statistical Area)",96.445
33660,"Mobile, AL",172550,47000,"Mobile, AL Metro Area",26.0,"Mobile, AL (Metropolitan Statistical Area)",88.098
33700,"Modesto, CA",195230,50610,"Modesto, CA Metro Area",19.6,"Modesto, CA (Metropolitan Statistical Area)",104.108
33740,"Monroe, LA",87500,38150,"Monroe, LA Metro Area",24.6,"Monroe, LA (Metropolitan Statistical Area)",83.597
33780,"Monroe, MI",40740,46240,"Monroe, MI Metro Area",23.3,"Monroe, MI (Metropolitan Statistical Area)",93.492
33860,"Montgomery, AL",165550,44950,"Montgomery, AL Metro Area",30.9,"Montgomery, AL (Metropolitan Statistical Area)",89.682
34060,"Morgantown, WV",67370,47350,"Morgantown, WV Metro Area",40.1,"Morgantown, WV (Metropolitan Statistical Area)",93.323
34100,"Morristown, TN",47290,44280,"Morristown, TN Metro Area",20.4,"Morristown, TN (Metropolitan Statistical Area)",86.364
34580,"Mount Vernon-Anacortes, WA",52600,59590,"Mount Vernon-Anacortes, WA Metro Area",30.2,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",102.443
34620,"Muncie, IN",44740,44110,"Muncie, IN Metro Area",26.2,"Muncie, IN (Metropolitan Statistical Area)",88.148
34740,"Muskegon-Norton Shores, MI",62340,46060,"Muskegon-Norton Shores, MI Metro Area",21.3,"Muskegon-Norton Shores, MI (Metropolitan Statistical Area)",92.519
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",146260,37930,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",27.1,"Myrtle Beach-Conway-North Myrtle Beach, SC (Metropolitan Statistical Area)",93.642
34900,"Napa, CA",77860,55210,"Napa, CA Metro Area",39.8,"Napa, CA (Metropolitan Statistical Area)",112.554
34940,"Naples-Marco Island, FL",173880,47800,"Naples-Marco Island, FL Metro Area",40.3,"Naples-Marco Island, FL (Metropolitan Statistical Area)",103.2
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1099300,50390,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",40.9,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",96.338
35300,"New Haven, CT",281410,60060,"New Haven, CT Metro Area",42.0,"New Haven, CT (Metropolitan Statistical Area)",104.559
35380,"New Orleans-Metairie, LA",445550,47290,"New Orleans-Metairie, LA Metro Area",33.4,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",92.597
35620,"New York-Newark-Jersey City, NY-NJ",9492000,61430,"New York-Newark-Jersey City, NY-NJ Metro Area",44.2,"New York-Newark-Jersey City, NY-NJ (Metropolitan Statistical Area)",112.563
35660,"Niles, MI",59970,45980,"Niles, MI Metro Area",30.9,"Niles, MI (Metropolitan Statistical Area)",92.37
35840,"North Port-Bradenton-Sarasota, FL",339940,47440,"North Port-Bradenton-Sarasota, FL Metro Area",38.3,"North Port-Bradenton-Sarasota, FL (Metropolitan Statistical Area)",102.417
35980,"Norwich-New London-Willimantic, CT",126450,57370,"Norwich-New London-Willimantic, CT Metro Area",35.8,"Norwich-New London-Willimantic, CT (Metropolitan Statistical Area)",100.445
36100,"Ocala, FL",120980,43990,"Ocala, FL Metro Area",23.4,"Ocala, FL (Metropolitan Statistical Area)",95.234
36220,"Odessa, TX",80910,48590,"Odessa, TX Metro Area",17.6,"Odessa, TX (Metropolitan Statistical Area)",93.896
36260,"Ogden, UT",271370,48900,"Ogden, UT Metro Area",34.7,"Ogden, UT (Metropolitan Statistical Area)",100.349
36420,"Oklahoma City, OK",677680,47230,"Oklahoma City, OK Metro Area",34.1,"Oklahoma City, OK (Metropolitan Statistical Area)",90.408
36500,"Olympia-Lacey-Tumwater, WA",130300,61960,"Olympia-Lacey-Tumwater, WA Metro Area",38.5,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",103.67
36540,"Omaha, NE-IA",498100,49660,"Omaha, NE-IA Metro Area",39.3,"Omaha, NE-IA (Metropolitan Statistical Area)",91.911
36740,"Orlando-Kissimmee-Sanford, FL",1411730,46630,"Orlando-Kissimmee-Sanford, FL Metro Area",36.7,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",101.418
36780,"Oshkosh-Neenah, WI",93750,54060,"Oshkosh-Neenah, WI Metro Area",31.1,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",92.929
36980,"Owensboro, KY",49450,44960,"Owensboro, KY Metro Area",25.5,"Owensboro, KY (Metropolitan Statistical Area)",88.61
37100,"Oxnard-Thousand Oaks-Ventura, CA",323890,52510,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",36.1,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",110.534
37140,"Paducah, KY-IL",50270,45860,"Paducah, KY-IL Metro Area",24.7,"Paducah, KY-IL (Metropolitan Statistical Area)",86.084
37340,"Palm Bay-Melbourne-Titusville, FL",245170,49030,"Palm Bay-Melbourne-Titusville, FL Metro Area",34.2,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",100.005
37460,"Panama City-Panama City Beach, FL",90610,45030,"Panama City-Panama City Beach, FL Metro Area",27.4,"Panama City-Panama City Beach, FL (Metropolitan Statistical Area)",97.296
37620,"Parkersburg-Vienna, WV",36280,42000,"Parkersburg-Vienna, WV Metro Area",23.6,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",87.066
37860,"Pensacola-Ferry Pass-Brent, FL",190480,46240,"Pensacola-Ferry Pass-Brent, FL Metro Area",30.6,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",97.717
37900,"Peoria, IL",166020,49590,"Peoria, IL Metro Area",31.8,"Peoria, IL (Metropolitan Statistical Area)",91.231
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2897830,54310,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",42.2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",102.554
38060,"Phoenix-Mesa-Chandler, AZ",2375760,51380,"Phoenix-Mesa-Chandler, AZ Metro Area",35.3,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",103.316
38240,"Pinehurst-Southern Pines, NC",42900,42920,"Pinehurst-Southern Pines, NC Metro Area",41.0,"Pinehurst-Southern Pines, NC (Metropolitan Statistical Area)",88.336
38300,"Pittsburgh, PA",1114490,49650,"Pittsburgh, PA Metro Area",38.2,"Pittsburgh, PA (Metropolitan Statistical Area)",94.671
38340,"Pittsfield, MA",56810,51860,"Pittsfield, MA Metro Area",40.0,"Pittsfield, MA (Metropolitan Statistical Area)",95.106
38540,"Pocatello, ID",38290,45160,"Pocatello, ID Metro Area",30.6,"Pocatello, ID (Metropolitan Statistical Area)",88.906
38860,"Portland-South Portland, ME",288480,56960,"Portland-South Portland, ME Metro Area",45.9,"Portland-South Portland, ME (Metropolitan Statistical Area)",101.858
38900,"Portland-Vancouver-Hillsboro, OR-WA",1208410,60690,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",42.5,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",105.421
38940,"Port St. Lucie, FL",170820,46490,"Port St. Lucie, FL Metro Area",30.0,"Port St. Lucie, FL (Metropolitan Statistical Area)",100.228
39150,"Prescott Valley-Prescott, AZ",72300,46330,"Prescott Valley-Prescott, AZ Metro Area",30.3,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",98.255
39300,"Providence-Warwick, RI-MA",714120,53680,"Providence-Warwick, RI-MA Metro Area",35.3,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",101.773
39340,"Provo-Orem-Lehi, UT",304660,48010,"Provo-Orem-Lehi, UT Metro Area",43.9,"Provo-Orem-Lehi, UT (Metropolitan Statistical Area)",98.232
39380,"Pueblo, CO",61780,48940,"Pueblo, CO Metro Area",25.6,"Pueblo, CO (Metropolitan Statistical Area)",91.762
39460,"Punta Gorda, FL",57530,45500,"Punta Gorda, FL Metro Area",27.0,"Punta Gorda, FL (Metropolitan Statistical Area)",100.525
39540,"Racine-Mount Pleasant, WI",76280,48870,"Racine-Mount Pleasant, WI Metro Area",28.4,"Racine-Mount Pleasant, WI (Metropolitan Statistical Area)",95.961
39580,"Raleigh-Cary, NC",743120,51990,"Raleigh-Cary, NC Metro Area",51.2,"Raleigh-Cary, NC (Metropolitan Statistical Area)",98.157
39660,"Rapid City, SD",73820,46270,"Rapid City, SD Metro Area",33.1,"Rapid City, SD (Metropolitan Statistical Area)",89.16
39740,"Reading, PA",174670,49440,"Reading, PA Metro Area",27.7,"Reading, PA (Metropolitan Statistical Area)",97.06
39820,"Redding, CA",71550,48920,"Redding, CA Metro Area",23.8,"Redding, CA (Metropolitan Statistical Area)",100.684
39900,"Reno, NV",275680,49660,"Reno, NV Metro Area",32.2,"Reno, NV (Metropolitan Statistical Area)",101.014
40060,"Richmond, VA",660350,51460,"Richmond, VA Metro Area",41.1,"Richmond, VA (Metropolitan Statistical Area)",97.858
40140,"Riverside-San Bernardino-Ontario, CA",1716760,48400,"Riverside-San Bernardino-Ontario, CA Metro Area",24.5,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",106.442
40220,"Roanoke, VA",153980,47140,"Roanoke, VA Metro Area",31.3,"Roanoke, VA (Metropolitan Statistical Area)",93.618
40340,"Rochester, MN",122980,60620,"Rochester, MN Metro Area",43.0,"Rochester, MN (Metropolitan Statistical Area)",90.821
40380,"Rochester, NY",494280,51210,"Rochester, NY Metro Area",38.2,"Rochester, NY (Metropolitan Statistical Area)",97.035
40420,"Rockford, IL",137650,47120,"Rockford, IL Metro Area",25.0,"Rockford, IL (Metropolitan Statistical Area)",92.154
40580,"Rocky Mount, NC",54630,43960,"Rocky Mount, NC Metro Area",20.5,"Rocky Mount, NC (Metropolitan Statistical Area)",88.012
40660,"Rome, GA",44900,42670,"Rome, GA Metro Area",25.9,"Rome, GA (Metropolitan Statistical Area)",90.161
40900,"Sacramento-Roseville-Folsom, CA",1080590,59750,"Sacramento-Roseville-Folsom, CA Metro Area",37.1,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",106.67
40980,"Saginaw, MI",80000,46200,"Saginaw, MI Metro Area",24.4,"Saginaw, MI (Metropolitan Statistical Area)",90.891
41060,"St. Cloud, MN",103920,50840,"St. Cloud, MN Metro Area",28.2,"St. Cloud, MN (Metropolitan Statistical Area)",87.632
41100,"St. George, UT",90500,45140,"St. George, UT Metro Area",35.2,"St. George, UT (Metropolitan Statistical Area)",97.321
41140,"St. Joseph, MO-KS",54390,47350,"St. Joseph, MO-KS Metro Area",23.8,"St. Joseph, MO-KS (Metropolitan Statistical Area)",86.382
41180,"St. Louis, MO-IL",1341320,49990,"St. Louis, MO-IL Metro Area",38.2,"St. Louis, MO-IL (Metropolitan Statistical Area)",95.088
41420,"Salem, OR",188620,55310,"Salem, OR Metro Area",27.1,"Salem, OR (Metropolitan Statistical Area)",103.649
41500,"Salinas, CA",186430,47380,"Salinas, CA Metro Area",28.2,"Salinas, CA (Metropolitan Statistical Area)",109.042
41540,"Salisbury, MD",53770,48710,"Salisbury, MD Metro Area",27.4,"Salisbury, MD (Metropolitan Statistical Area)",95.617
41620,"Salt Lake City-Murray, UT",826210,55240,"Salt Lake City-Murray, UT Metro Area",38.4,"Salt Lake City-Murray, UT (Metropolitan Statistical Area)",100.868
41660,"San Angelo, TX",49770,43530,"San Angelo, TX Metro Area",25.5,"San Angelo, TX (Metropolitan Statistical Area)",92.453
41700,"San Antonio-New Braunfels, TX",1126880,47010,"San Antonio-New Braunfels, TX Metro Area",32.3,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",94.716
41740,"San Diego-Chula Vista-Carlsbad, CA",1538060,58690,"San Diego-Chula Vista-Carlsbad, CA Metro Area",43.2,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",111.887
41780,"Sandusky, OH",50100,44970,"Sandusky, OH Metro Area",29.2,"Sandusky, OH (Metropolitan Statistical Area)",89.281
41860,"San Francisco-Oakland-Fremont, CA",2373920,74260,"San Francisco-Oakland-Fremont, CA Metro Area",52.9,"San Francisco-Oakland-Fremont, CA (Metropolitan Statistical Area)",115.613
41940,"San Jose-Sunnyvale-Santa Clara, CA",1134970,84050,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",55.5,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",110.423
42020,"San Luis Obispo-Paso Robles, CA",122020,50770,"San Luis Obispo-Paso Robles, CA Metro Area",39.8,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",108.596
42100,"Santa Cruz-Watsonville, CA",98500,54730,"Santa Cruz-Watsonville, CA Metro Area",43.9,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",109.896
42140,"Santa Fe, NM",61770,48710,"Santa Fe, NM Metro Area",46.1,"Santa Fe, NM (Metropolitan Statistical Area)",98.767
42200,"Santa Maria-Santa Barbara, CA",200760,51690,"Santa Maria-Santa Barbara, CA Metro Area",36.8,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",108.798
42220,"Santa Rosa-Petaluma, CA",205260,56850,"Santa Rosa-Petaluma, CA Metro Area",38.5,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",107.784
42340,"Savannah, GA",198360,47240,"Savannah, GA Metro Area",35.8,"Savannah, GA (Metropolitan Statistical Area)",95.206
42540,"Scranton--Wilkes-Barre, PA",255620,46330,"Scranton--Wilkes-Barre, PA Metro Area",27.2,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",93.556
42660,"Seattle-Tacoma-Bellevue, WA",2086210,72610,"Seattle-Tacoma-Bellevue, WA Metro Area",47.2,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",111.133
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",57620,45480,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",33.8,"Sebastian-Vero Beach-West Vero Corridor, FL (Metropolitan Statistical Area)",98.308
42700,"Sebring, FL",28110,40400,"Sebring, FL Metro Area",20.5,"Sebring, FL (Metropolitan Statistical Area)",92.47
43100,"Sheboygan, WI",60630,51890,"Sheboygan, WI Metro Area",27.5,"Sheboygan, WI (Metropolitan Statistical Area)",94.014
43300,"Sherman-Denison, TX",52690,44610,"Sherman-Denison, TX Metro Area",23.9,"Sherman-Denison, TX (Metropolitan Statistical Area)",93.771
43340,"Shreveport-Bossier City, LA",162750,44820,"Shreveport-Bossier City, LA Metro Area",26.1,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",84.766
43420,"Sierra Vista-Douglas, AZ",33970,47050,"Sierra Vista-Douglas, AZ Metro Area",28.1,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",89.243
43580,"Sioux City, IA-NE-SD",75010,47030,"Sioux City, IA-NE-SD Metro Area",24.6,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",86.454
43620,"Sioux Falls, SD-MN",178590,47970,"Sioux Falls, SD-MN Metro Area",36.7,"Sioux Falls, SD-MN (Metropolitan Statistical Area)",90.631
43640,"Slidell-Mandeville-Covington, LA",98240,43710,"Slidell-Mandeville-Covington, LA Metro Area",37.7,"Slidell-Mandeville-Covington, LA (Metropolitan Statistical Area)",92.726
43780,"South Bend-Mishawaka, IN-MI",131670,46540,"South Bend-Mishawaka, IN-MI Metro Area",31.5,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",92.858
43900,"Spartanburg, SC",165150,47650,"Spartanburg, SC Metro Area",24.3,"Spartanburg, SC (Metropolitan Statistical Area)",91.051
44060,"Spokane-Spokane Valley, WA",255820,54660,"Spokane-Spokane Valley, WA Metro Area",32.2,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",100.346
44100,"Springfield, IL",100810,52670,"Springfield, IL Metro Area",36.1,"Springfield, IL (Metropolitan Statistical Area)",92.745
44140,"Springfield, MA",201240,51930,"Springfield, MA Metro Area",29.3,"Springfield, MA (Metropolitan Statistical Area)",96.061
44180,"Springfield, MO",223030,45780,"Springfield, MO Metro Area",30.8,"Springfield, MO (Metropolitan Statistical Area)",88.585
44220,"Springfield, OH",45860,45470,"Springfield, OH Metro Area",20.2,"Springfield, OH (Metropolitan Statistical Area)",90.482
44300,"State College, PA",68840,49220,"State College, PA Metro Area",46.2,"State College, PA (Metropolitan Statistical Area)",96.762
44420,"Staunton-Stuarts Draft, VA",51640,48040,"Staunton-Stuarts Draft, VA Metro Area",27.7,"Staunton-Stuarts Draft, VA (Metropolitan Statistical Area)",91.128
44700,"Stockton-Lodi, CA",289660,48990,"Stockton-Lodi, CA Metro Area",22.7,"Stockton-Lodi, CA (Metropolitan Statistical Area)",105.089
44940,"Sumter, SC",34560,42890,"Sumter, SC Metro Area",23.5,"Sumter, SC (Metropolitan Statistical Area)",88.02
45060,"Syracuse, NY",300130,52990,"Syracuse, NY Metro Area",35.1,"Syracuse, NY (Metropolitan Statistical Area)",95.742
45220,"Tallahassee, FL",186160,46520,"Tallahassee, FL Metro Area",41.4,"Tallahassee, FL (Metropolitan Statistical Area)",93.919
45300,"Tampa-St. Petersburg-Clearwater, FL",1447120,48940,"Tampa-St. Petersburg-Clearwater, FL Metro Area",34.9,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",100.89
45460,"Terre Haute, IN",65120,44870,"Terre Haute, IN Metro Area",22.9,"Terre Haute, IN (Metropolitan Statistical Area)",87.797
45500,"Texarkana, TX-AR",57580,43200,"Texarkana, TX-AR Metro Area",20.6,"Texarkana, TX-AR (Metropolitan Statistical Area)",84.012
45780,"Toledo, OH",291530,48220,"Toledo, OH Metro Area",30.2,"Toledo, OH (Metropolitan Statistical Area)",91.455
45820,"Topeka, KS",115750,49540,"Topeka, KS Metro Area",30.1,"Topeka, KS (Metropolitan Statistical Area)",88.82
45900,"Traverse City, MI",68440,47470,"Traverse City, MI Metro Area",39.4,"Traverse City, MI (Metropolitan Statistical Area)",93.372
45940,"Trenton-Princeton, NJ",240190,63490,"Trenton-Princeton, NJ Metro Area",45.4,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",103.18
46060,"Tucson, AZ",389630,47760,"Tucson, AZ Metro Area",36.8,"Tucson, AZ (Metropolitan Statistical Area)",96.896
46140,"Tulsa, OK",458730,46670,"Tulsa, OK Metro Area",30.5,"Tulsa, OK (Metropolitan Statistical Area)",89.214
46220,"Tuscaloosa, AL",108460,45220,"Tuscaloosa, AL Metro Area",29.3,"Tuscaloosa, AL (Metropolitan Statistical Area)",87.722
